sentence	label
strong earthquake hits #nepal s capital of #kathmandu reports of houses damaged	0
rt usrId httpAddress #nepalearthquake nepal earthquake see india s rescue operations in quake devastated nepal news s	1
other than the drastic loss of human lives #nepal lost some of its source of income with the destroyed monuments #nepalearthquake	0
rt usrId help our friends help others #nepalearthquake httpAddress	1
nepal quake toll crosses 400 ; many still feared trapped httpAddress	1
rt usrId good news family of missing israeli gets word hes ok httpAddress #nepalquake #israelinnepal usrId	1
rt usrId almost 1m children need httpAddress is there and is responding in httpAddress txt child to DD to donate D httpAddress	1
a cama worker is en route to #nepal please pray that his flight will be able to httpAddress	1
when i see pictures from #nepal it looks like best tool for moving bldg debris of rocks amp ; bricks is by hand they need gloves for rescuers !	0
usrId why can t china a stinking rich country nepal s neighbour send money aid httpAddress what about the red amry helping out eh ?	1
a httpAddress i ll keep you in my httpAddress #nepalearthquake	1
rt usrId httpAddress rt great primer from usrId on how to help and stay informed on #nepalquake httpAddress usrId usrId	1
rt usrId would someone please volunteer to collate all tweets fb posts by missionaries after #nepalearthquake ? this is a special	1
rt usrId #bsnl and #mtnl decide to charge local rates for calls made to nepal for next three days	1
phil s mission to help nepal quake victims httpAddress	1
usrId usrId we are praying for httpAddress involved !	1
rt usrId #nepalearthquake 144 can provide clean drinking water for DD httpAddress please donate now httpAddress http	1
rt usrId let s pray for minimum life loss in #nepalearthquake .	1
#nepalearthquake thoughts and prayers pour in httpAddress	1
rt usrId god help nepal f	1
httpAddress rt usrId villages near nepal earthquakes epicenter are desperate as death toll tops 4 00 httpAddress	1
rt usrId please donate to help earthquake victims any little bit counts #prayfornepal f d httpAddress	1
rt usrId more than DD people killed in powerful nepal earthquake say government officials and police usrId httpAddress	1
rt usrId local global context to why nepal s lost heritage sites more than just temples httpAddress by usrId htt	0
rt usrId india evacuates DD air 251 by land foreign httpAddress #sevaparmodharma httpAddress ht	1
rt usrId breaking news nepal pm says quake toll could be httpAddress watch moment of the httpAddress earthquake httpAddress	1
video nepal #earthquake kills dozens in india via usrId	1
rt usrId nepal earthquake relief efforts push near remote epicentre httpAddress	1
my thoughts and deepest sympathies go out to the victims of the #nepalquake	1
our wishes and support go out to those impacted by httpAddress httpAddress	1
little tuijan and her family have to live in a tent after httpAddress give now to help httpAddress httpAddress	1
rt usrId before and after of httpAddress pray for httpAddress #nepalquake #earthquake httpAddress	1
rt usrId nepal calamity is opportunity for western missionaries china aid pakistan httpAddress india must send large numbers of hindu h	1
rt usrId woman pulled alive from #nepalearthquake rubble after more than D days trapped alongside bodies in kathmandu httpAddress	1
usa steps up for disaster httpAddress bbcworld nepal quake relief drive intensifies httpAddress	1
quality sources for supporting relief efforts in #nepal httpAddress	1
before and after earthquake destroys kathmandus centuries old landmarks httpAddress via usrId	0
remind me of DD janvier 4 httpAddress	1
rt usrId after devastating #nepalearthquake nearly 1m children are in need of urgent httpAddress support our response here httpAddress	1
new nepal quake aid effort stepped up httpAddress	1
let s be strong to rebuild our identity ourselves httpAddress #prayfornepal #nepalearthquake	1
rt usrId #nepalquake india lends a helping hand also read helpline numbers httpAddress httpAddress	1
usrId hope this helps seems to be passable httpAddress	0
nepal httpAddress deathtoll rises to 3 729 #nepalearthquake #prayfornepal earthquake	1
usrId just launched google person finder httpAddress ht usrId	1
httpAddress our brothers #neighbours in httpAddress httpAddress	1
praying for the victims to get relief very httpAddress #nepal #earthquake	1
israel to fly premature surrogate babies out of nepal by helicopters israel news ynetnews httpAddress	1
so baltimore riots and 4 00 people died in nepal httpAddress	1
thoughts go to all those affected httpAddress	1
i hope everyone in nepal is ok and safe f b	1
so devastating the amount of deaths in nepal due to the earthquake 4 5 #prayfornepal	1
rt usrId damage in nepal is httpAddress it will take long to recover out of this httpAddress	0
rt usrId big d b usrId for refunding 100 fare 9w266 kathmandu we are donating this amount to usrId #nepalearthquake	1
rt usrId a powerful earthquake has hit httpAddress oxfam is httpAddress we urgently need your help to provide clean water amp ; httpAddress httpAddress	1
devastated by the news about the #nepalquake httpAddress and httpAddress usrId	1
rt usrId my parents are in nepal catherine and jean louis lassez please help find them ! #nepal #redcross #nepalearthquake httpAddress	1
usrId ya httpAddress even i felt httpAddress if all people contribute whatever they can we all can help the people of httpAddress proud of my httpAddress	1
plz rt httpAddress	1
#everest more than DD climbers stuck in camp D and camp D awaiting httpAddress #nepalquake #nepalearthquake	1
prayers going out to httpAddress	1
no war yet destruction #nepal #earthquake httpAddress	1
rt usrId operation maitri relief and rescue in httpAddress team of indian army doctors are helping relentlessly day httpAddress httpAddress	1
pray for nepal usrId rt httpAddress	1
rt usrId boundary wall of kathmandu airport damaged in #nepalearthquake httpAddress	0
rt usrId over DD people died in the nepal earthquake but no one seems to care about that right now	1
an earthquake engineer s first look at the buildings that collapsed in httpAddress httpAddress via usrId	0
rt usrId truly awful httpAddress kathmandu s darbar square a unesco world heritage site in ruins after today s httpAddress httpAddress	0
rt usrId as the brave people of #nepal work to rebuild and recover here s what the us is doing and how you can help httpAddress	1
rt usrId our hearts and prayers go out to everyone in nepal and the other countries affected by the httpAddress god bless you a	1
usrId thanks rv for whatever you did to nepal	1
nepal earthquake relief mission welcomes donations httpAddress #changepenang	1
streets of nepal speak of the calamity #nepalearthquake httpAddress	0
rt usrId the situation in nepal is httpAddress if you re able to please give to the dec appeal httpAddress #nepalqu	1
nepal s earthquake survivors are struggling to mourn the dead former verge reporter greg sandoval has .. httpAddress usrId	1
oh no 400 ! let me not be consumed with my tiny httpAddress httpAddress	0
around 50 00 pregnant women affected from quake in nepal un	1
rt usrId 4 00 lives httpAddress lord in your mercy hear our httpAddress #nepalearthquake	1
rt usrId visit httpAddress to learn more about what we re doing to assist those impacted in #nepal and how you can httpAddress	1
good morning pm usrId httpAddress i was trying to access pmnrf for donations towards httpAddress site is httpAddress	1
nearly DD indian pilgrims stranded in nepal usrId httpAddress	1
rt usrId a huge thank you to unicef goodwill ambassador yuna kim usrId for donating 100k to our #nepalearthquake appeal ! httpAddress	1
nepal quake death toll tops 4 00 as villages plead for aid as the death toll from nepal s devastating httpAddress httpAddress	1
rt usrId urgent medical treatment food amp ; water are being provided by usrId partners to survivors of the #nepalquake httpAddress	1
rt usrId pray for god s mercy and grace for the people of httpAddress may the #gospel be heard by every suffering httpAddress	1
rt usrId f let s #prayfornepal	1
prayers and thoughts for httpAddress #nepalquake	1
rt usrId xtian missionaries are coming to nepal more vultures to harvest souls #nepalearthquake usrId usrId httpAddress	1
rt usrId helping nepalis abroad aid their families at home dispatch by usrId via usrId #nepalearthquake httpAddress	1
maurice1charles rt reuters the death toll from #nepal s 7.9 magnitude earthquake has climbed to more than 3 700 httpAddress	1
so httpAddress another bitterly poor nation devastated by an overwhelming httpAddress httpAddress	1
rt usrId cs usrId we stand in solidarity with the government amp ; the people of nepal as they grapple with effect of th	1
ustpac sends our condolences to family and friends of #nepalquake httpAddress how to help in the relief effort usrId httpAddress	1
rt usrId #nepalquake ner clears more than DD evacuees ; more than DD zero value tickets issued to the needy httpAddress	1
earthquake update nepal quake death rises to DD	1
quake update kathmandu airport shut flights from india cancelled read here httpAddress httpAddress	0
it s been just over a year since my dad and i went to httpAddress it s sad to see a country which was developing so fast to lose so much life	1
rip those who have lost their life #nepalearthquake	1
so further details on friend on everest httpAddress he is stuck at camp 2 . most damage at base httpAddress path down httpAddress httpAddress	0
please don t donate 1 to any news channel or ngo to help httpAddress wait D appropriate link usrId httpAddress #indiawithnepal	1
pls help usrId usrId httpAddress	1
rt usrId word !! heisenjit ramdev in nepal helping httpAddress that s more of quality work than the people talking ill about him most o	1
worth appreciation !! httpAddress	1
moment nepal earthquake hit 20 photos httpAddress	0
rt usrId horrifying than a scifi movie #nepalearthquake #earthquake pray for the victims . httpAddress	1
god bless httpAddress let us pray for the victims of this httpAddress httpAddress	1
rt usrId flagging of by usrId of 25k food packets per day relief material amp ; starting free kitchen at #kathmanduquake http	1
tragedy httpAddress	1
rt usrId 15m allocation fm usrId means that critical life saving work can be scaled up immediately usrId #nepalquake httpAddress	1
nepal earthquake lok sabha members to donate a month s salary to prime minister s relief fund all lok sabha members who have httpAddress	1
rt usrId heart in #nepal httpAddress met wonderful people there D wks httpAddress i m giving to oxfam pls join me httpAddress httpAddress	1
s3 s should take a look at this .. httpAddress	1
the things we don t httpAddress like why earthquakes happen httpAddress httpAddress	1
some good news out of nepal httpAddress sharing a story from our friends at the usrId httpAddress	1
rt usrId scots climber stranded after everest avalanche faces race against time to get off mountain httpAddress httpAddress	1
rt usrId httpAddress nepal earthquake #nepalearthquake nepal earthquake death toll nears DD update england gbr wat	1
rt usrId heartbreaking to see the devastation in httpAddress	1
#nepalearthquake my deepest goes out to httpAddress	1
rt usrId my prayers go to all those people who have lost their loved ones and their homes due to the httpAddress we stand with yo	1
rtdnews at epicenter of nepal tragedy local church mission offers help httpAddress httpAddress #rva	0
pray for #nepal	1
rt usrId more than manpower search amp ; rescue teams are operating with their dogs to locate survivors in #nepal httpAddress	1
rt usrId keep nepal in your prayers httpAddress	1
out of DD houses only D houses are left at bharpak village httpAddress until now only DD victims have httpAddress httpAddress	0
massive relief is on it s way from #india to httpAddress DD teams are ready to be httpAddress one aircraft already on its httpAddress	1
rt usrId my prayers go out to nepal	1
rt usrId httpAddress please keep us o lord httpAddress my httpAddress httpAddress httpAddress httpAddress . usrId httpAddress	1
rt usrId #nepalearthquake indian railways is supplying railneer bottles everyday usrId usrId usrId httpAddress	1
rt usrId proud to hear usrId has extended support amp ; is sending relief to nepal with the urgency that a situation like this	1
#indiawithnepal truly and resolutely !	1
how to donate to nepal earthquake relief efforts through itunes facebook and more httpAddress	1
five videos that captured the #nepalearthquake aftershocks and damage httpAddress httpAddress	0
says #prayfornepal httpAddress	1
rt usrId president usrId to pm usrId today your leadership in this hour are reassuring to people of nepal amp ; people o	1
rt usrId httpAddress usrId bottles to httpAddress httpAddress indian httpAddress has reach nepal amp ; bihar to help the surv	1
rt usrId httpAddress breaking news at least DD missing in mount everest including many httpAddress #nepalearthquake	1
rt usrId kathmandu airport closed following 7.8 httpAddress challenge to get to people trapped by collapsed buildings as darkness	0
prayers to the families wrecked in nepal httpAddress . #google started to search people httpAddress . httpAddress httpAddress	1
amitabh bachchan horrid to see destruction of nepal s heritage buildings our prayers go out for nepal and httpAddress httpAddress	1
save the children staff worked hard to deliver aid on day D of #nepalquake active response httpAddress httpAddress	1
rt usrId it is very shocking very unfortunate that hundreds of people fell victim to this natural calamity in nepal ram madhav bjp	1
pranksters record first DD minutes of deadly nepal earthquake on saturday the nepali pranksters were httpAddress httpAddress	0
more and more httpAddress #pleasegodnomorepain #kathmanduquake #nepalearthquake	1
wesner michel ; rescuers pull survivor from rubble D days after nepal quake abc news firstpostrescuers pull .. httpAddress	1
an avalanche has buried part of mt . everest basecamp after nepal quake D white people are reported httpAddress nature is a bitch shem !	1
rt usrId you can pray for nepal or you can actually do something by contributing to relief efforts httpAddress	1
latest delhi govt to send food packets drinking water to nepal zee news ndtvdelhi govt to httpAddress httpAddress #indiannews	1
rt usrId just gave out a huge pile of clothes for #nepalearthquake please #donate whatever you can	1
#nepal relief httpAddress #cbf partners with trusted local agencies and field personnel already working there httpAddress	1
my heartfelt condolences to all the nepali families which are affected by the earthquake #nepalearthquake #pakstandswithnepal	1
rt usrId confused ? what #medicines to arrange for medical teams in #earthquake #rescue ? here is one . #nepalquake httpAddress	1
techbytes tech giants lend a hand after nepal earthquake disaster abc news httpAddress #technology	1
rt usrId india assisted in evacuation of DD nationals frm DD countries frm nepal via commrcial amp ; iaf aircraft usrId h	1
making a difference rakesh panthi gofundraise httpAddress	1
peaceful use of drone httpAddress video showing bird s eye view of nepal httpAddress httpAddress via usrId	0
help sherpas help #nepal httpAddress #outdoornews #adventuregear #crowdrise #kathmandu #sherpa	1
rt usrId my heart goes out to everyone suffering from the nepal httpAddress god please bring peace to all that you httpAddress f	1
rt usrId my prayers with all in nepal . hope the earthquake does not leave too many httpAddress prayers w nepal	1
rt usrId help usrId reach children in httpAddress donate to support the #nepalearthquake appeal httpAddress httpAddress	1
i always make a point to visit the patan museum durbar sq when i m in httpAddress it saddens me now to think that it would never be the same now	1
#nepal very sad news	1
rt usrId ciaa family has contributed a small bit to the victims of #nepalearthquake by providing aid of rs 12 847 850 seemore ; http	1
aid with httpAddress aftermath of nepal s earthquake exposes asia s geopolitical fault lines httpAddress	1
rt usrId breaking death toll in #nepal after #earthquake stands at 597 spokesman for nepal s ministry of home affairs httpAddress httpAddress	1
rt usrId sending blessings to #nepal httpAddress life is fragile	1
rt usrId some 70 00 houses estimated to be destroyed and 530 00 damaged during the #nepalquake httpAddress httpAddress	0
heartbreaking #nepal	1
please retweet ! clean water for nepal ! follow this link httpAddress #mondaymotivation #nepalquake httpAddress	1
rt usrId alhamdhu lillah our students in nepal are back safe amp ; httpAddress thank u president foreign minister amp ; tourism httpAddress htt	1
rt usrId #prayfornepal over 2 00 people httpAddress pray for jordan httpAddress	1
kudos to the #indiangovernment and #indianarmy for great deed in httpAddress	1
this tiny baby in nepal was miraculously rescued from rubble and survived the earthquake by natashanoman httpAddress via usrId	1
rt usrId prayers for nepal and her httpAddress may allah shower his blessings and bring everything back to normality httpAddress httpAddress	1
f e f e f e e how tragic httpAddress	1
rt usrId firefighters from #chester amp ; #winsford fly to nepal to help with earthquake rescue mission httpAddress httpAddress	1
rt usrId your one rt may can help some one to locate amp ; find dear one guys httpAddress httpAddress	1
rt usrId one way you can help #nepal right now all you need is a computer and a little time httpAddress	1
fashion designer usrId is httpAddress #nepalquake non action is not an option httpAddress httpAddress	1
how httpAddress httpAddress	1
arizonanewsnet rt secureusatalk #nepalearthquake DD arizona doctors trapped in a hut near everest base camp any info on this please rt	1
thx buddy mom safe in kathmandu tennis updates usrId hope everyone is okay and always stay strong in this tough moment httpAddress	1
donate to help usrId get emergency supplies to families hit by #nepal #earthquake httpAddress	1
god no more earthquake httpAddress	1
rt usrId full marks to usrId usrId usrId for stepping in with urgency and humaneness #nepalearthquake	1
rt usrId nepal police nepal army nepali doctors and nurses nepali people ntc radio nepal our backbone ! thank you for all your effort	1
year DD amp ; DD tectonic hazards responses to the nepal earthquake us to send disaster response team and 1m in aid httpAddress	1
sega games donating two million yen plus dlc revenues in four games to nepal earthquake recovery httpAddress	1
usrId seriously your man of action not httpAddress of httpAddress for helping #nepal	1
rt usrId in this horrible situation in nepal our god usrId can help pita ji they really need your simpathy #msghelpearth	1
rt usrId here s usrId in durbar sq which is now a pile of httpAddress you can donate here httpAddress httpAddress	1
rt usrId usrId almost DD people died in httpAddress do something to help	1
rt usrId the campaign of relief mterial dstrbution wl b strtd by usrId follwrs vry soon in nepal D hlp the victms #msghe	1
rt usrId the latest on nepal life slowly returns to normal in kathmandu ; villages still cut off httpAddress	0
rt usrId anyone here who can guide us how we can help people in #nepalquakerelief at this time when they have been struck by a g	1
rt usrId nepal earthquake india s first c 130j superhercules rescue aircraft lands in nepal httpAddress	1
rt usrId and please pray for httpAddress #prayersfornepal f	1
rt usrId our hearts go out to those affected by the httpAddress please donate at httpAddress to support relief	1
the utterly amazing joanna lumley is heading up the httpAddress text dec to DD to donate 5 . #nepalquake httpAddress	1
humanity in httpAddress it is httpAddress #ethics #nepalearthquake httpAddress	1
rt usrId it s so sad how we have kids here from nepal school is about to end in a couple days and they have no family nor house to g	1
rt usrId the idf field hospital established in kathmandu is the biggest ever built by the israeli httpAddress channel 2 httpAddress	0
this week i have lost my grandmother amp ; my httpAddress we can get nate home safe so i don t have to loose a 3rd family httpAddress #nepalearthquake	1
#nepalearthquake tribhuvan httpAddress arprt #kathmandu closed D operations flights diverted but run way n safe condition httpAddress	0
kathmandu airport shut down following 7.9 magnitude earthquake read full story of kathmandu airport shut httpAddress httpAddress	0
rt usrId officials are trying to contact with up to DD irish citizens in nepal which has been hit with strong aftershocks http	1
rt usrId #nepalearthquake update D flights have returned from ktm with stranded httpAddress ten flights planned for day with personnel a	1
nepal earthquake unconfirmed reports non uk resident british national killed foreign office is looking into unconfirmed reports a httpAddress	1
usrId great work guys #proud #indians #indiawithnepal	1
india sends rail neer water to quake hit nepal indian railways which produces its own packaged drinking httpAddress httpAddress	1
httpAddress aftershock hits nepal after quake kills 2 500 a strong earthquake aftershock struck india and httpAddress httpAddress	1
rt usrId little food less optimism in kathmandu tent city the sprawling tent city in kathmandu s ratna park feels httpAddress httpAddress	1
stay strong ! #nepal #earthquake	1
rt usrId blessings up to those in nepal right httpAddress this is a straight up httpAddress	1
dozens of hikers stranded on mt . httpAddress hiking trails have been wiped out so they have no way to hike off the mountain in httpAddress #fox35	0
rt usrId httpAddress #nepal facebook google and other tech firms aid in nepal earthquake relief DD	1
nepal quake kathmandu in dire need of aid httpAddress #changepenang #changepenang	1
lets all pray for the victims in #nepalearthquake they didnt deserve that kind of tragedy	1
rt usrId prayers are with the people of nepal who got affected by httpAddress #pakstandswithnepal	1
food processing minister appeals to processed food industry to donate packaged food for nepal earthquake victims httpAddress	1
oh my httpAddress httpAddress	0
rt usrId httpAddress update we re hosting all usrId #nepalquake situation reports on #digitalhimalaya httpAddress to speed up	1
rt usrId we mourn httpAddress the people of nepal amp ; india in the aftermath of this terrible disaster amp ; offer our help amp ; our httpAddress httpAddress	1
forgive my poor geography but hope everyone s ok at the usrId marathon going on . hopefully you weren t close #nepalearthquake	1
rip #eathquake victims httpAddress	1
rt usrId some key principles that must inform all aid given to the victims and survivors of the #nepalearthquake httpAddress	1
drone video offers aerial perspective of nepal devastation httpAddress	0
usrId god save our country nepal absolute saddening amp ; heartbreaking #prayfornepal	1
rt usrId httpAddress people need food aid out of 8m affected by #nepalearthquake un says httpAddress httpAddress	1
#nepalearthquake its a national tragedy	1
woke up to the tragic news of the #nepal httpAddress my heart goes out to the massive city of kathmandu can t even look at the pictures	1
usrId usrId help the people of httpAddress they need us .	1
just received an email from httpAddress some french people missing in #langtangvalley #nepalearthquake . any info !! httpAddress	1
rt usrId #nepal a race against time to save people after the largest earthquake in more than DD years httpAddress httpAddress	1
pray #nepalquake	1
thoughts and prayers for those affected #nepalearthquake f	1
help rt my sister sydney schumacher is missing in #langtang #nepalearthquake info on the website httpAddress help	1
rt usrId latest nepal quake avalanche killed DD so far and DD mountaineers still reported missing at mount everest indian army o	1
rt usrId deadly earthquake nepal 2 083 fatalities so far new quake may make additional victims new avalanches on everest http	1
rt usrId quake toll rises in nepal as pope francis offers prayers for victims httpAddress httpAddress	1
rt usrId nepal fatalities are httpAddress death toll staggering help is needed ask your government to contact the un in your coun	1
ap reporter who landed in kathmandu found no one at the nepalese airport s control httpAddress just chaos over there httpAddress	0
more seriously if i have to pray for anything tonight it s httpAddress httpAddress dadmom are there so i m 200 sending my good wishes httpAddress	1
risky in the air it might just httpAddress risky on the ground #nepalearthquake #nowheretogo #praying for everyone suffering	1
rt usrId nepal to reopen routes up mount everest as early as next httpAddress at least DD people died there from httpAddress httpAddress	1
rt usrId #nepalquake live at least DD killed DD injured in earthquake in india httpAddress	1
be whisked away to the soiree en blanc ! the event will benefit the nepal red httpAddress httpAddress httpAddress	1
fears for foreigners missing in nepal earthquake as death toll soars	1
kathmandu earthquake leaves buildings in ruins as death toll rises video httpAddress	0
scary httpAddress	1
rt usrId it is with great regret that i extend my condolences to the government and people of #nepal to the victims httpAddress httpAddress	1
rt usrId #nepalearthquake unicef has prepositioned supplies including water amp ; nutrition supplies to reach affected children httpAddress	1
red cross aids in rescue efforts in nepal httpAddress	1
searching through rubble at patan durbar square after #kathmanduearthquake httpAddress	0
rt usrId mammoth relief operation on by india on second day in quake hit #nepalearthquake #proudonindianarmy httpAddress	1
#rip sad to continue to hear of the increasing death toll in such a beautiful place httpAddress	1
unicef sms appeal httpAddress via usrId please httpAddress text nepal to DD D	1
rt usrId we are sending blankets for #nepalquakerelief from httpAddress each blankets costs httpAddress to contribute contact 99802	1
#nepalquake more than DD killed the government declares three days of mourning rw	1
there s no httpAddress httpAddress	1
uk aid donations to nepal reach 15m httpAddress	1
so sad to hear about the many lives that have been taken due to the earthquake all my love amp ; prayers go out to everyone in nepal amp ; httpAddress	1
rt usrId my thoughts and prayers go out to those who lost their lives and have much to recover from as a result of the earthquake #n	1
rt usrId nepal httpAddress to oxfam christian aid plan international uk and the british red cross httpAddress canada httpAddress	1
massive #earthquake below #nepal at least DD fatalities so far economic losses 3 5 billion	1
if you want to donate for nepal relief work please donate to rss or pm relief httpAddress not any httpAddress #earthquake #nepal	1
mother earth doth protest far far too httpAddress #nepal	1
rt usrId aid groups knew a #nepalearthquake would be a httpAddress couldnt raise enough money to help httpAddress httpAddress	1
rt usrId nepal pics D hour httpAddress httpAddress httpAddress	1
singh is king httpAddress sikh groups to send twenty five thousand food packets every day to nepal from httpAddress #nepalearthquake	1
israel criticized for touting #nepal rescue while #gaza is still in ruins amp ; under blockade httpAddress httpAddress	0
rt usrId my friend amp ; former mozzer usrId was in nepal for the recent httpAddress she s raising money to help httpAddress	1
it s httpAddress httpAddress	1
#iran offers condolences to #nepal over deadly #quake httpAddress	1
un s usrId is appealing for httpAddress please rt #nepalquake httpAddress	1
rt usrId we are deploying a veterinary team to kathmandu urgently to treat injured #animals after #nepalearthquake httpAddress	1
israel sending aid teams to nepal after quake israel was sending a delegation to nepal saturday to determine .. httpAddress	1
helping httpAddress httpAddress	1
DD tourists from hyderabad and DD from guntur in httpAddress all httpAddress	1
may the one true god who goes by many names bless the people of httpAddress #jesus #allah #yahweh #brahma	1
deep condolence to nepalies httpAddress #nepalearthquake	1
nepal kathmandu a man walks through rubble of houses httpAddress httpAddress	0
the diocese of lancaster pope prays for victims of massive earthquake in nepal httpAddress	1
rt usrId httpAddress #salute2indianforces in their effort to rebuild hindu heart land nepal	0
rt usrId want to help #disasterresponse in #nepalearthquake ? donate to usrId	1
the nepal footage is httpAddress	1
extraordinary video of a turkish tourist of #nepalearthquake #kathmandu #nepal httpAddress httpAddress	0
my nation is crying today !! and even me .. !! my flag is bleeding today !! and even me #nepalquake httpAddress	1
hope the families of the bartleyan nepalese are doing httpAddress #prayfornepal	1
monday 5 00pm pt tina sciabica of usrId will be on usrId to talk about her ongoing help for httpAddress join us and please httpAddress	1
rt usrId watch man is pulled from nepal earthquake rubble after 80 hour ordeal httpAddress	1
rt usrId and she s httpAddress prayers are nice and all but nepal needs httpAddress as someone who comes from a place that constantly gets h	1
usrId ericsson response now on the ground in #nepal to support emergency and rescue httpAddress #technologyforgood	1
httpAddress the name of httpAddress you would be surprised to know that in the matter of a few days about DD people are httpAddress these viruses #nepal	1
amen ! httpAddress	1
praying #kathmanduquake usrId usrId usrId usrId usrId usrId usrId usrId httpAddress	1
rt usrId we are sending blankets for #nepalquakerelief from httpAddress each blankets costs httpAddress to contribute contact 99802	1
bollywood celebs pray for safety post nepal earthquake a strong earthquake measuring 7.9 on the richter scale rocked nepal at httpAddress am	1
rt usrId our reports show #nepalearthquake destruction including epicentre httpAddress amp ; httpAddress httpAddress	0
rt usrId thousands flee kathmandu as india steps up relief efforts in nepal DD developments httpAddress httpAddress	1
rt usrId for info on relief shelter in sankha park ringroad in ktm contact vishwaprakash pandit on DD #nepalquakerelief	1
rt usrId 1 500 bodies recovered ; an equal number said to be httpAddress #nepalearthquake httpAddress httpAddress	1
rt usrId chanyeol and sehun updated their instagram accounts to help for the community of httpAddress how to unlove these two ? 3 httpAddress	1
miraculously no one seriously hurt here by httpAddress on left u can see sheets people used to escape damaged house httpAddress	0
rt usrId golden temple will send 1 00 00 packets of meal per day to nepal everyday along with a few other gurudwara #respect http	1
rt usrId #breaking officials say the death toll from the massive #nepalearthquake has surpassed httpAddress httpAddress	1
rt usrId a httpAddress earthquake has struck nepal killing at least DD people httpAddress #nepalearthquake httpAddress	1
rt usrId httpAddress deploys a disaster assistance response team dart to nepal and provides 1 million in emergency assistance httpAddress	1
nepal earthquake death toll exceeds 1 500 rolling report httpAddress rolling coverage of developments in himalayan nation	1
until you are affected personally by a disaster you will not truly realize the harm it httpAddress i m so thankful my friend is alright #nepal	1
rt usrId death toll from #nepalearthquake jumps to 876 including DD from kathmandu valley police say httpAddress httpAddress	1
rt usrId federal gov t says it will match donations made to nepal earthquake relief fund	1
rt usrId #retweet #prayfornepal o god our help is in thy name relieve #nepal by granting them thy httpAddress let them know of thy p	1
rt usrId donate to nepal if you httpAddress disease usually follows earthquakes	1
rt usrId my prayers go out to dan s family and all those that lost someone today in httpAddress usrId you will be missed by ma	1
rt usrId prayers go to everyone in httpAddress f d almost DD people have been reported dead after a 7.8 magnitude earthquake hit nepal	1
rt usrId the day journalists decide to work in the nation s interest all our problems will be resolved modi said httpAddress	1
rt usrId according to usrId modi is helping nepal because there were DD gujrati httpAddress this women is worst then week old rott	1
pray for nepal	1
rt usrId nepal earthquake nearly DD people httpAddress my prayers for the people httpAddress httpAddress	1
if you want to help out we vouch for the usrId good work in httpAddress local most goes to nepalis httpAddress	1
very sad moment for nepal preying for them httpAddress save them	1
rt usrId how can you use maps to co ordinate #nepalquake relief httpAddress this is important please help httpAddress usrId	1
rt usrId in light of the tragic events in nepal all skype calls to landlines amp ; mobiles in amp ; out of nepal are httpAddress more httpAddress	1
rt usrId it s terrible in sankhu DD km from httpAddress many bodies still under httpAddress unstable buildings difficult to rescue http	1
rt usrId a 7.8 magnitude earthquake rocked nepal this morning claiming DD httpAddress the aftermath is httpAddress httpAddress	1
the real black httpAddress	1
us sending disaster team initial 1 million to nepal kerry read more httpAddress httpAddress	1
rt usrId taiwan rescue and medical team departs for quake hit nepal #nepalearthquake httpAddress httpAddress	1
#prayfornepal stay safe	1
ok can clint foundation help ? httpAddress	1
rt usrId please share earthquake helpline numbers #nepalearthquake #nepal #earthquake usrId httpAddress	1
death toll passes 4 400 amid nepal earthquake reports are circulating that entire villages have been leveled .. httpAddress	1
usrId usrId usrId usrId in indian embassy in nepal shud also help nepalese people with all assets amp ; resource	1
graphic photos over DD people dead DD injured as massive earthquake hits nepal httpAddress	1
httpAddress httpAddress at clifton beach in karachi people were swimming and they were swept by httpAddress at least DD bodies have been #nepal	1
socal firefighters on standby for possible nepal deployment los angeles news fox DD la kttv httpAddress	1
aerial footage from nepal reveals earthquake devastation httpAddress	0
i said a prayer that today would bring peace for the world and httpAddress peace and comfort to all those that need it . #baltimoreriots #nepal	1
rt usrId after the #nepalearthquake a necessary gesture of power ; 100 00 monks in prayer httpAddress	1
rt usrId firsthand account from aid worker with usrId in #nepal httpAddress httpAddress	1
usrId thank you ellen ! donating would help ! please support unicef relief effort httpAddress #nepalearthquake #nepal	1
rt usrId its so sad for the people of httpAddress your httpAddress can also join us httpAddress httpAddress	1
#nepalearthquake collapsed the monument building see photo httpAddress	0
just remained D out of DD hundred httpAddress #gorkha #barpak #muchowktar httpAddress httpAddress	0
usrId minor aftershocks bt no death atleast at #sinamangal #kathmandu we r here staring our broken premises httpAddress	0
#repost usrId with httpAddress for #nepal please consider this meditation httpAddress	1
god help them ! httpAddress	0
donating gabbar is back earnings for nepal not my call httpAddress click here gt ; httpAddress httpAddress	1
just watching the news about #nepalearthquake and the #avalanche #mounteverest so httpAddress	1
rt usrId please text nepal to DD to give D to usrId #nepal earthquake appeal t amp ; c httpAddress costs D service	1
rt usrId #nepalquake my family is stucked in tato paani in nepal name is aditya bhargava and sanjay bhargava mobi no 9779801122921	1
god have mercy httpAddress	0
at least DD portuguese identified in nepal httpAddress	1
rt usrId anyone sending emergency supplies to #nepalearthquake ? usrId pls let us know where amp ; when to send	1
rt usrId #breaking nearly D million children require urgent humanitarian assistance after #nepalearthquake httpAddress	1
D month old baby found alive after D days in nepal earthquake rubble adsbygoogle httpAddress httpAddress httpAddress	1
rt usrId pm netanyahu sent a letter to nepalese pm koirala saying israel was pained by the disaster that has befallen #nepal httpAddress	1
