sentence	label
bap bangyongguk praying for the people in nepal	1
rt usrId proud moment for all of us and a grand #salute2indianforces for their rescue and rehabilitation efforts in httpAddress usrId	1
india has close ties with httpAddress nepali men in d gr have served indian army so httpAddress i personally know lot of httpAddress wish nepal all the httpAddress	1
rt usrId the queen is shocked by appalling loss of life in #nepalearthquake amp ; sends prayers to victims buckingham palace httpAddress	1
rt usrId first pics from actionaid team in nepal as we start responding #nepalearthquake .. httpAddress	1
very httpAddress httpAddress	1
#nepal #nepalearthquake #prayfornepal by usrId to all those who lost their lives may you httpAddress	1
httpAddress is on the ground across #nepal distributing aid to vulnerable children #nepalearthquake httpAddress	1
usrId i had been trying hard since afternun to reach to mea httpAddress dad is in kathmandu i m unable 2contact him plz help ppl like us .	1
nepals tourism takes a massive hit httpAddress via usrId	1
grassroots help for #nepal #earthquake survivors httpAddress	1
in an already troubled #nepal a picture of despair emerges httpAddress	0
i have latest photos of damaged area of world heritage site httpAddress any media or organization want those ? plz contact #earthquake #nepalquake	0
is everyone is safe my friends who are in nepal or near place ? feeling worried at kalyanpur west httpAddress	1
god save them 6 #prayfornepal	1
our thoughts and prayers are with the people httpAddress #nepal httpAddress	1
#earthquake usrId my uncle is travelling in nepal but has notified us that he s ok . he is in the mountains which was less badly httpAddress	1
rt usrId just announced httpAddress is providing an additional 9 million for #nepalearthquake response and recovery httpAddress #westandwithne	1
jesus please be with this httpAddress all affected by this httpAddress httpAddress	1
prayers go out to my friends in #nepal i will see if my art can help fundraise for relief httpAddress feeling emotional	1
usrId lifts up the country of nepal during this time of the httpAddress may the lord be refuge of the httpAddress	1
usrId please spread the word on how to help nepal rt this tweet ! god bless you ! httpAddress	1
usrId usrId usrId usrId lukin4a httpAddress dr vikram jindal was part of 5member httpAddress help httpAddress #nepalearthquake	1
video restaurant scoured for quake survivors rescuers in nepal are still hopeful that httpAddress httpAddress #news #socialmedia	1
be patient my brother #prayfornepal earthquake	1
rt usrId indians rescued from nepal reach httpAddress #nepalearthquake httpAddress	1
keep your prayers silent and let your money do the talking #nepal	1
rt usrId usrId have some amazing prints for sale including from kendal httpAddress all proceeds in aid of #nepal httpAddress	1
rt usrId #nepalearthquake no matter what happens make sure you are in rightstanding with god peace of httpAddress	1
rt usrId people try to free a man from the rubble of a destroyed building after 7.9 magnitude earthquake in nepal httpAddress	1
rt usrId #idf search and rescue team getting ready for tonight departure to httpAddress #nepalearthquake #israel httpAddress	1
first hand traveler footage out of nepal looks like an apocalypse httpAddress httpAddress	0
riot police battle to contain crowds trying to leave kathmandu httpAddress #civil vision	1
rt usrId earthquake in nepal is very shocking for all ; #msghelpearthquakevictims we pray guruji to send green s there as well	1
help me make a difference for the people of nepal #nepalearthquake usrId #everythingcounts httpAddress	1
rt usrId still no news about my brother s group in #langtang httpAddress please help us . #ghodatabela #nepalearthquake #sixdays httpAddress	1
rt usrId fm usrId announces 250 00 usrId donation for the usrId #nepalquake httpAddress	1
thinking of everyone in nepal please all stay safe xx	1
anubhav sinha takes to twitter to rescue his house help in kathmandu httpAddress httpAddress	1
usrId please give a rt to usrId httpAddress	1
nepal httpAddress httpAddress	1
pray for everyone in httpAddress #earthquakenepal usrId usrId usrId usrId usrId usrId	1
nepals landmarks before and after the earthquake by unknown author via nyt httpAddress	0
bbc news nepal earthquake brothers from wales missing httpAddress	1
nepal post earthquake aid fund httpAddress via usrId	1
rt usrId in light of the tragic events we will be providing free calls to nepal for the next week for any wind customer calling fro	1
may allah bless us httpAddress bless the httpAddress ameen #prayfornepal	1
rt usrId may the lord bless everybdy in nepal to go through this rough httpAddress hope every nation comes wit aid !! god bless every s	1
chpsre rtlastquake rt theagu rt agu eos #nepalearthquake impact the key questions httpAddress d httpAddress	0
pray D nepal which has faced a horrible httpAddress allah give them strength to face it patience D the loss they faced and reward httpAddress	1
rt usrId our credit taking operation on social media is more intensive than rescue operation in httpAddress	1
#kca #votejkt48id adelhidame #nepalearthquake last seen at httpAddress family members trying D locate krija mother httpAddress	1
delhi government to send food packets drinking water to nepal delhi government has decided to send 25 00 httpAddress httpAddress	1
usrId really httpAddress still we dont know how much the toll will httpAddress httpAddress	1
usrId rt usrId if you re trying to locate friends and family in nepal try cont httpAddress	1
rt usrId across the usrId today we re broadcasting a crisis appeal for nepal httpAddress you can make a donation httpAddress httpAddress	1
#earthquake destroyed the heritage of #nepal httpAddress	0
nepalearthquake save people by joining with these relief organizations httpAddress #worldnews #news #breakingnews	1
rt usrId #solar lamps only public light in #nepal ; electric poles down ; solar now has a crucial role during httpAddress httpAddress	0
rt usrId please join us in #prayers for #nepal for the bereaved families of those who are killed and httpAddress httpAddress	1
rt usrId #nepalearthquake a view of the c 17 globemaster ii of iaf which brought in DD passengers from ktm a short while ago	1
rt usrId relief fund used to help #ebola countries can help #nepal httpAddress	1
rt usrId i chose usrId to support #nepal earthquake httpAddress you can help too ! httpAddress	1
15k people died in nepal ? httpAddress my heart breaks for them	1
rt usrId a special thank you to the indian government and iaf for the immediate help and rescue work in httpAddress humanity is res	1
rt usrId nepal s pain is our pain pm usrId	1
rt un news centre #nepalearthquake ban sends his condolences after quake hits #kathmandu valley httpAddress	1
rt usrId more than DD dead dozens injured in india after nepal quake httpAddress	1
powerful quake kills nearly DD people in nepal toll expected to rise httpAddress	1
rt usrId death toll from nepal quake exceeds 2 100 httpAddress	1
rt usrId DD of DD chinese stranded in a hydropower station in #nepal were airlifted to safety on tues by chinese httpAddress httpAddress	1
rt usrId pray for httpAddress f httpAddress	1
relief starts reaching nepal villages aid begins to reach remote areas of nepal after an earthquake that left httpAddress httpAddress	0
rt usrId please #prayfornepal httpAddress	1
its time to reinforce our rltns with nepal stand by their side lets use our exprince in kashmir yemen and utrkhnd go usrId usrId	1
#basantapur devastation south side looking north httpAddress #nepalearthquake httpAddress	0
caritas nepal staff are rushing to respond to a strong httpAddress the quake measured httpAddress caritas httpAddress httpAddress	1
rt usrId usrId please help us find nina stechmann and leonie httpAddress httpAddress #nepalearthquake usrId #langtang	1
rt usrId looking down on the himalayas kathmandu and mt . httpAddress praying for everyone affected by the httpAddress httpAddress	1
utter httpAddress strong my fellow nepalese brothers n sisters httpAddress	0
D million people may be affected by nepal earthquake says httpAddress up to eight million people have had their httpAddress httpAddress	1
i hope all of my nepalese friends and families are safe and sound as well as the httpAddress f #nepalquake	1
pray for nepal f #allah bless them all 7	1
httpAddress #nepalearthquake nepal earthquake teen pulled from rubble alive five days after disaster n httpAddress	1
avalanche sweeps everest base camp killing 17 injuring 61 an avalanche triggered by nepal s massive earthquake httpAddress	1
rt usrId usrId usrId usrId nepal landmarks before and after the earthquake httpAddress #prayfornepal	0
pakistan expresses solidarity with earthquake victims of nepal amp ; india fo says ndma ready to dispatch relief goods at short notice by cnbc	1
rt usrId vodafone prepares to launch emergency network in a backpack in nepal 11kg mobile network which can be set up in just 1	1
rt usrId nepal quake over 1 00 dead history razed everest shaken httpAddress via usrId httpAddress	1
rt usrId our prayers to all affected by the httpAddress emergency campaign has been set up by usrId #nepal #prayfornepal	1
rt usrId priority needs food water shelter amp ; httpAddress httpAddress people in need of food httpAddress #nepalquake sit rep httpAddress	1
#nepal #earthquake devastating nepal earthquake kills hundreds triggers avalanches a powerful httpAddress #news #asia	1
so sad httpAddress	1
rt usrId if you want to help here s a comprehensive list of organisations and individuals that are helping earthquake victims http	1
#nepal a baby is named #lahore after #pakistanarmy s performance in rescuing amp ; providing medical aid to httpAddress httpAddress	1
rt usrId xtians pastor arriving in nepal r happy to see destruction asking not to rebuilt temples usrId usrId https	0
nepal quake survivor drank urine while trapped for DD hours nepal quake survivor drank urine while trapped in rubble for DD hours httpAddress	1
such sad httpAddress #nepalearthquake httpAddress	1
calling on the name of jesus on behalf of #nepalearthquake	1
rt usrId 3500 killed in #nepal s deadliest earthquake for more than DD httpAddress please give via httpAddress #nepalquake #ch	1
rt usrId breaking emergency declared in nepal after massive #nepalquake kills over DD people live httpAddress httpAddress	1
#nepalearthquake i wish i was there to lend my shoulders httpAddress httpAddress	0
israel evacuates surrogate born babies and israeli parents from nepal see httpAddress #world #news # httpAddress	1
rt usrId no casualty of kashmiris reported so far due to earthquake in httpAddress all the kashmiri shopkeepers and tourists in kathmandu	1
babymetal fan club helping those affected by the nepal httpAddress all profit from each t shirt purchased at httpAddress httpAddress	1
our social justice fund has donated 25 00 to usrId for relief efforts in httpAddress you can donate too httpAddress	1
rt usrId so far four known tibetan deaths in nepal #nepalquake DD so far known in tar	1
a new indiegogo project tue apr DD 15 announcement from help bailey and sydney in nepal httpAddress #crowdfunding	1
rt usrId our hearts are with nepal as we mourn their httpAddress surge doesn t have a direct way to help right httpAddress httpAddress httpAddress	1
thinking of nepal httpAddress	1
us citizens catherine lassez and jean louis lassez DD years old had planned to travel to bhaktapur on DD httpAddress httpAddress	1
i added a video to a usrId playlist httpAddress building collapses after nepal earthquake DD raw footage	0
two aircraft carrying relief goods sent to nepal ispr	1
rt usrId 500 year old kathmandu temple turned to rubble httpAddress	0
. fallen tower of patan palace . #nepalquake httpAddress	0
rt usrId httpAddress conducting search and rescue operations in httpAddress httpAddress	1
rt usrId rescuers working to reopen section of china nepal highway cut off by quake triggered landslide #nepalquake httpAddress	0
durbar square destroyed httpAddress via usrId	0
rt usrId google has created person finder page for #nepalquake httpAddress retweet please or share usrId http	1
omg !! video 4 month old baby rescued alive from debris in nepal click here gt ; gt ; httpAddress httpAddress httpAddress	1
rt usrId sad news about nepal httpAddress hope everyone is okay ! #nepalearthquake	1
please pray for people of nepal ! httpAddress	1
local bishop describes a very very frightening scene in #nepal httpAddress	1
uk sending a team of humanitarian experts to provide urgent support for #nepalearthquake usrId httpAddress	1
omg no httpAddress	0
condolanses to nepal people and the families of mountaineers who lost their lives at httpAddress httpAddress	1
mt usrId nepal eq also toppled buildings in tibet chinese state media httpAddress no word on casualties httpAddress httpAddress	0
thoughts are with girls women and all humans affected by #nepalearthquake #resilience	1
rt usrId 50 00 pregnant women likely affected by nepal earthquake un httpAddress	1
horrifying situation in #nepalearthquake . the randomness of the httpAddress so httpAddress	1
usrId pray for nepal sad disaster	1
rt usrId many reputable and effective organizations you may donate to for #nepalquakerelief httpAddress #nepalearthquake #	1
rt usrId death toll from nepal #earthquake is now near 4 00 including 3 862 in httpAddress httpAddress httpAddress	1
terrible #prayfornepal httpAddress	1
foreign secretary s jaishankar we have already started rescue efforts for the #nepalquake	1
new nepal earthquake death toll climbs past 4 00 with many more missing rolling report httpAddress #follow go to world	1
rt usrId hearts with usrId and nepali people httpAddress	1
pray for nepal #nepalearthquake	1
#rss at work soon after #nepalearthquake #trustrss usrId usrId usrId usrId httpAddress	0
rt usrId boy 15 found alive in rubble in kathmandu five days after nepal earthquake httpAddress	1
rt usrId president pranab mukherjee speaks to nepal president assures fullest cooperation httpAddress httpAddress	1
rt usrId a survivor was pulled from the rubble in httpAddress follow updates on the nepal earthquake httpAddress httpAddress	1
video dec nepal appeal raises over 19m httpAddress #everdonbdc	1
rt usrId thank you for the win today httpAddress i also pray for our httpAddress in httpAddress give them strength to overcome this	1
rt usrId india sent D ton relief material team of doctors ndrf jcbs food water medicines to httpAddress	1
rt usrId our good friends at usrId are donating 10 of revenue today to earthquake relief in httpAddress go get an ahi burger and	1
7.9 quake hits nepal causing big damage DD dead rest in peace to those who lost their lives in nepal due httpAddress httpAddress	1
usrId pray for nepal usrId usrId	1
we are praying for nepal !	1
rt usrId please don t pray for httpAddress do something about it . lots of people need actual help right httpAddress httpAddress httpAddress	1
#nepalearthquake may have an effect on #hydroelectric facilities httpAddress #altaaqaglobal #renewable #rental #temporary #genset	0
pakistan sends food with beef masala to nepal blames indian media for row pakistan on thursday blamed the httpAddress httpAddress	1
rt usrId swayamsevak teams from uttarakhand harit pradesh rohilakand awadh purvanchal amp ; bihar will soon leave for nepal to he	1
rt usrId may allah help those in nepal grant strength to those who have lost their loved ones amp ; give them httpAddress httpAddress	1
rt usrId can anyone provide some source of vehicle to reach nuwakot for medical team ? #help	1
rt usrId india will wipe the tears of nepal help it tide over crisis pm modi in mann ki baat httpAddress	1
pls rt this httpAddress	1
for the 1st time after a major disaster sending bibles r httpAddress #soulvultures agenda sliced httpAddress usrId #nepalquakerelief	1
rt usrId #nepalquake #tibet also hit httpAddress china daily reports 70 of buildings in nyalam county httpAddress foreign press barred f	0
rt usrId #nepalquake 24 hr control room in mea nepal thanks india for assistance httpAddress httpAddress	1
what a tragedy 2 #prayfornepal	1
rt usrId modi sarkar asks cms of bihar amp ; up to allow buses amp ; ambulances move to nepal for rescuing the injured in nepal	1
rt usrId if you d like to help the cause of #nepalquakerelief here s some more information courtesy usrId httpAddress	1
rt usrId some of the most common injuries are crush injuries fractures amp ; httpAddress httpAddress #nepalquake usrId #kathmandu http	1
video drones help aid relief in nepal httpAddress	1
rt usrId more than DD people killed in kathmandu after powerful earthquake nepal s ministry of home affairs httpAddress via usrId	1
rt usrId watch frightening video from a climber on mt . everest captures deadly avalanche triggered by an #nepalearthquake https	1
please pray and support the people of nepal httpAddress #nepalearthquake #prayfornepal	1
just reading up on the #nepalquake and my body has cold httpAddress my goodness life is httpAddress mother nature can be rather httpAddress	1
rt usrId when you take an #uber next enter the promo code helpnepal to contribute httpAddress httpAddress #nepalearthquake	1
rt usrId the indian helicopters are a resource but they are not being httpAddress where is the bottleneck ministers of govt of nepal	1
tens of thousands of people in #nepal camped out fearful of going back to their homes in case of another httpAddress httpAddress	1
pray for nepal f #savenepal	1
usrId location of vipul in httpAddress vipul died in httpAddress need help to get his body back to mumbai httpAddress	1
facebook came through httpAddress httpAddress worried about a friend in #nepalearthquake and this popped up on my httpAddress httpAddress	1
rt usrId bravo usrId ! just launched and already doing grt job in uniting distressed ppl in india and nepal ! keep up t	1
rt usrId our thoughts and prayers are with everyone affected by the httpAddress here s a list of organizations httpAddress http	1
let s remember to keep nepal in our prayers as well httpAddress	1
one c 17 globemaster ii will fly later this httpAddress from hindan to kathmandu carrying radiological medical team and docs ministry of defence	1
rt usrId #presidentmukherjee usrId ram baran yadav of nepal deeply distressed at loss of life amp ; property due to earthqua	1
i cried yesterday d httpAddress	1
my thoughts and prayers to everyone in httpAddress httpAddress	1
inspired by usrId donating this weeks winnings to the victims of the nepal httpAddress	1
usrId this is a database with the location and needs of people trapped in httpAddress httpAddress many are in need of evac amp ; supplies	1
rt usrId hey usrId you re my httpAddress are u doing text to donate 10 for #nepalearthquake where 100 goes to charity ie unicef ? usrId	1
rt usrId #nepalearthquake latest httpAddress 3 617 killed 6 515 injured totals set to rise huge damage httpAddress	1
rt usrId bruce jenner still front page of yahoo when DD people died in an earthquake in nepal this morning	1
rt usrId indian base force ws amazing iaf amazing very helpful modi rocks indian evacuated from nepal #nepalearthquake httpAddress	1
nepal quake toll tops DD as aid reaches area near epicentre the hindu httpAddress	1
dua s for all those affected by the earthquakes in india nepal amp ; httpAddress stay safe amp ; help others in any httpAddress #equake httpAddress	1
rt usrId in other news today over DD were killed in a massive earthquake in nepal and an avalanche on everest yet bruce jenner w	1
horrible news ! httpAddress	1
rt usrId canada is sending a disaster assistance response team to nepal as well as contributing 5 million to relief efforts http	1
along with baltimore my heart goes out to the lives lost and many others who are searching for family members and httpAddress #nepal	1
rt usrId photograph from #nepalearthquake that ll remain etched in httpAddress structure damaged but buddha smiles in httpAddress http	0
rt usrId my prayers for people of #nepal #nepalquake httpAddress	1
rt usrId delhi flies rescue teams medical supplies amp ; relief material to nepal ; httpAddress #salute2indianforces	1
devastating amp ; tragic wat happened in httpAddress their pain amp ; shock is httpAddress lets pray D them amp ; D those in india too #nepalearthquake gn .	1
rt usrId earlier today relief materials and equipment for earthquake assistance being loaded on aircraft bound for kathmandu httpAddress	1
rt usrId do you speak nepalese or bhasa ? if so please join our crisis response team for nepal httpAddress email rebecca translato	1
rt usrId appeal from all httpAddress kindly do charity fr #nepalearthquake victims nd help pak army to httpAddress nepal gvt httpAddress	1
first glimpse of devastation wrought on remote region at heart of nepal quake and now wood runs low for cremations httpAddress	0
rt usrId vetted charities to help #nepalearthquake victims httpAddress	1
rt usrId praying for everyone in httpAddress	1
usrId kids in my house were actually amused as it was not that httpAddress course one was not predicting things in nepal	1
video cctv captures violent #nepal #earthquake usrId #news httpAddress	0
rt usrId received a call from pujya morari httpAddress he has donated rs . DD lakh for relief work in httpAddress my deepest gratitude to httpAddress	1
nepal s pain is our pain pm #nepalearthquake	1
httpAddress seen it too httpAddress	1
rt usrId #nepalearthquake inside of c 17 aircraft being readied for take off for nepal with rescue personnel and httpAddress httpAddress	1
rt usrId impossible to keep up with rising death toll from nepal httpAddress links to ongoing coverage httpAddress	1
rt usrId httpAddress love and httpAddress however as you can see the awaited one gohar shahi is already httpAddress it has been more than 4	1
rt usrId amritsar s golden temple to send one lakh food packets per day to nepal without soul harvesting httpAddress	1
rt usrId situation critical in rural areas near epicenter where 90 of the people have lost homes livestock amp ; have no way of getting foo	0
#nepalquake #earthquake #news us sending #disaster #response team 1 million aid to #nepal abc news httpAddress	1
#nepalearthquake praying	1
rt usrId all the prayers and thoughts to everyone involved in the tragedy in nepal	1
for nepal httpAddress	1
rt usrId rescue operations in iran yemen or nepal mea has always made us proud by their mindblowing httpAddress ho . #meaatwork h	1
rt usrId pray for the people of httpAddress too many lost lives na .	1
3novices nepal earthquake us lawmakers introduce special status bill for victims httpAddress two us lawmakers have introduced	1
missing newry earthquake man alive a county down man reported missing in nepal after an earthquake is alive httpAddress	1
just woke an hour httpAddress i am shocked of devastation in httpAddress tremor at scale of 7.9 was so huge httpAddress httpAddress	1
rt usrId 1.7 million children in nepal are in urgent need of aid following saturday s earthquake unicef httpAddress httpAddress	1
httpAddress facebook launches safety check to help find nepal earthquake survivors ibnlive httpAddress httpAddress #afrisys	1
britain sends gurkha soldiers for nepal quake aid	1
looks like bug with short url httpAddress usrId correct link here httpAddress	1
rt usrId update heifer officials are working to assess safety of families as well as determine damage to homes in httpAddress httpAddress	0
nepal quake survivors struggle with shortages as death toll tops httpAddress httpAddress bo pledges ms in aid yet billions for httpAddress	1
shot this one in #nepal in httpAddress thoughts amp ; prayer for the victims amp ; httpAddress #earthquake #everest #kathmandu httpAddress	1
rt usrId ficci socio economic development foundation sedf has set up a special cell to manage the #nepalquake relief process usrId	1
rt usrId pictures of the camp set up to assist the indians evacuated from httpAddress httpAddress	1
usrId my friends run orphanage school near kathmandu i will try to contact httpAddress but acc to all reports devastation serious	0
rt usrId are you in #kathmandu DD youth volunteers urgently required for some relief operation at httpAddress contact usrId	1
rt usrId spread the word ! #nepalquakerelief httpAddress	1
oh my god god bless nepal	1
these rescue and survivor stories from the #nepalquake are httpAddress	1
rt usrId if you want to donate to the efforts in #nepal or get in touch with fam there this reddit thread offers info on how h	1
rt usrId rss teams will reach nepal till tomorrow morning and start relief work #indiawithnepal	1
usrId my friend is in httpAddress her name is daisy rana please help me to contact httpAddress trying but i m not getting the signal please h	1
rt usrId httpAddress is on the ground in nepal and needs our help to aid earthquake httpAddress text the word nepal to DD now t	1
usrId tragic thinking of the disaster in the mountains right httpAddress #nepalquake #pttravel	1
rt usrId #urgent death toll in 7.8 magnitude #nepalquake rising quickly now some DD httpAddress at least DD big httpAddress http	1
this is incredibly httpAddress rip httpAddress	1
gujarat tourist stranded in httpAddress relative can contact D help D control room of httpAddress httpAddress gnagar httpAddress	1
va pray for nepal free lbum with donation avalaible all donations will go to support the people who need httpAddress httpAddress	1
looking for anyone at #nepalquake or do u have information ab any1 ? try these #personfinder httpAddress httpAddress	1
india nepal help india nepal help india is sending disaster response teams medical aid and food supplies to httpAddress	1
nepalearthquake kills 1 300 usrId usrId donating to usrId httpAddress httpAddress	1
rt usrId give missed call and every missed call freecharge donate 20 #nepalearthquake #nepalquakerelief httpAddress	1
there are miracles everyday ! #proudofindianforces httpAddress	1
rt usrId devastating to see the continued aftermath for httpAddress simple things make a difference whether a small donation or being	1
rt usrId httpAddress #nepalearthquake please #donatefornepal	1
rt usrId my deepest condolences and blessings for #nepal and its httpAddress sg	1
itar tass eng russian rescue team arrives in nepal kathmandu april 29 . httpAddress a team of rescuers and httpAddress httpAddress	1
real horror in httpAddress real horror all the httpAddress	1
rt usrId #nepalearthquake moving httpAddress god bless httpAddress httpAddress	1
praying that my friends and family are alright #prayfornepal	1
rt usrId #adarshliberal running to #nepal after hearing that #pakistan is sending beef masala in #nepalquakerelief httpAddress	1
rt usrId usrId heads to nepal to help . plz contribute in whatever way you can . i can vouch for his efforts . httpAddress	1
rt usrId our hearts go out to everyone in httpAddress until may 4th all profits from nepal black tea will be donated to help fund recove	1
fearing for families after nepal quake thousands return to isolated villages across the countryside outside .. httpAddress	1
rt usrId almost D million children need help in nepal after the 7.8 httpAddress please text child to DD to donate D httpAddress ht	1
rt usrId people working togerther usrId will help rebuild amp ; heal #nepal not #prayers or imagined httpAddress httpAddress	1
nepal earthquake climbers caught on everest with no way down abc news httpAddress	0
rt usrId more than DD people have already died in #nepalearthquake this is a monstrous httpAddress #prayersfornepal	1
appalling destruction hope the casualties were minimal 0 httpAddress	1
rt usrId tourists from gujarat stranded in nepal or their kin can contact control room at gandhinagar httpAddress	1
usrId heard my friends deepak and irshad are in red cross camp in nepal can you please help to locate them	1
rt usrId israeli boeing747 w support approaching ktm #nepalquake #israelinnepal usrId usrId usrId httpAddress	1
nepal prime minister death toll could reach100 httpAddress	1
devastated to hear about the #nepal httpAddress me and usrId in donating to help families in need httpAddress	1
rt usrId under bapuji s guidance asaram bapu ji ashram comes ahead with massive relief work for #nepal earthquake victims ! httpAddress	1
wildeji that bad ? httpAddress yeah that httpAddress	1
pray for the victims and their families httpAddress	1
rt usrId httpAddress how to httpAddress how to httpAddress how to httpAddress from someone whose home was httpAddress httpAddress	1
rt usrId latest on nepal quake police say DD dead including DD in kathmandu httpAddress	1
earthquake survivor prayed huddled under beam journalist sunir pandey was visiting relatives with nepal s 7.8 mag httpAddress	0
gorkha recruits pray for families back home httpAddress	1
rt michelle clarke canisgallicus drone video gives bird s eye view of nepal devastation httpAddress via reuters	0
rt usrId going D sakhu again tomo now we know need D help with httpAddress we have big truck we need tents water and httpAddress httpAddress #ne	1
pray for nepal #prayfornepal thankiess share you re love and httpAddress xx	1
rt usrId foreign secretary s jaishankar confirms DD indian fatalities in nepal including D people from assam whose bodies have been h	1
rt usrId our reporter in a village close to epicentre is reporting villagers haven t seen a single rescue or relief worker in 5	1
this drone footage shows the scale of destruction following the #nepalearthquake httpAddress	0
rt usrId please help usrId reach as many people as possible in httpAddress text nepalD to DD to donate D httpAddress #nepalearthquake	1
usrId sir if you need manpower for earthquake victims in nepal then i am available as a httpAddress i wanna help httpAddress	1
rt usrId rescuers from japan are seen in the historical centre of httpAddress by usrId httpAddress #nepalearthquake httpAddress	1
rt usrId it s heartbreaking seeing all these pictures and recognising every place #nepalearthquake	1
rt usrId pray for nepal and chile	1
be strong and be safe ! #prayersfornepal #nepalearthquake #kathmanduquake	1
rt usrId and so proud of exemplary work by mea usrId and her httpAddress immediate and efficient httpAddress #indiawithnep	1
ruined nepal citadel a site for selfies httpAddress via usrId	0
only if i could d d httpAddress	1
rt usrId iaf s il 76 aircraft en route to kathmandu mod on nepal earthquake relief operations httpAddress	1
international aid amp ; rescue teams continue to arrive in kathmandu after the #nepalearthquake httpAddress	1
rt usrId australians who have commercial flights booked out of nepal tomorrow or today should get on their planes not wait for t	1
rt usrId tmr pakistan will send four c 1DD aircraft with DD bed hospital search amp ; rescue teams and relief items for nepal s earth	1
pray for nepal !!	1
httpAddress leads crowd at st. peter s in praying hail mary for victims of earthquake in httpAddress	1
we request each one of you to help nepal earthquake survivors by donating httpAddress your little support httpAddress httpAddress	1
almost DD people died and count is still httpAddress but some stupids are creating jokes on httpAddress httpAddress	1
need to find my brother usrId #sindhupalchok #nepalearthquake #rt no communication from him httpAddress httpAddress httpAddress	1
the life should continue ! #ilovemycountry #nepal	1
nepalearthquake death toll officially 200 officially announced usrId usrId usrId usrId usrId usrId	1
rt usrId prime specimen of a #soulvultures feeding off the suffering of our brethren in nepal httpAddress	1
rt usrId my prayers n heart goes out to all the families in nepal n india who have lost their loved httpAddress bless their soul #nep	1
rt usrId huge cheers as DD yr old pemba lama brought out of the rubble rescuers used heavy equipment even a car httpAddress #nepalearthq	1
praying for nepal during this very difficult httpAddress	1
pray for nepal	1
rt usrId hindus bear loved ones bodies to nepal holy httpAddress nobody will love me as much as she did httpAddress httpAddress	1
before and after #nepalquake httpAddress	0
rt usrId israeli embassy in #kathmandu opened its gates to israelis seeking httpAddress over DD israelis have been staying in usrId	1
pray for nepal	1
rt usrId usrId usrId emma can you have a moments silent thought for all in nepal today	1
#usa #news nepal quake hundreds dead everest shaken a powerful earthquake struck nepal httpAddress httpAddress via httpAddress	1
usrId ban ki moonthanks #nepalquake 1st responders httpAddress for relief workers as well as for all httpAddress	1
#german #france #nepal german french rescue teams on way to nepal a german rescue httpAddress #news #disaster	1
usrId pray for #nepal f	1
rt usrId please donate to anything you can to me or anyone who is raising httpAddress #nepal #earthquake #helpnepal httpAddress	1
rt usrId death toll in #nepal already passed DD due to earthquake prayers with victims httpAddress	1
nepal weighs monumental losses while nepalese mourn the deaths of thousands from the earthquake they are httpAddress httpAddress	1
major quake aftershocks in nepal kill more than 2 100 shake mount everest rt usrId httpAddress	1
rt usrId nepal earthquake httpAddress we are there amp ; urgently need your httpAddress donate now and save httpAddress httpAddress	1
lift up all those within and around nepal in prayer #prayingfornepal	1
rt usrId may god bless nepal n save all the souls there who are strugglin for their lives n may the ones who lost their lives ri	1
i can t even imagine the devastation that comes from being a victim of a natural httpAddress #prayfornepal gt ; thugs causing violence	1
#engadget facebook and #google help find #nepalearthquake survivors httpAddress	1
rt usrId #nepalearthquake httpAddress helicopter effort cumulative task achieved DD people httpAddress httpAddress	1
rt usrId the nepal earthquake is a worst case scenario httpAddress help us as we follow jesus where the need is httpAddress httpAddress	1
rt usrId want to contribute to nepal relief effort ? here is the list of urgent relief material httpAddress #nepalearthquake httpAddress	1
nepal wear mask while helping httpAddress allergies also make it difficult to breathe and may trigger asthma symptoms wheezing httpAddress	1
this httpAddress my httpAddress them httpAddress	0
donate and spread the httpAddress #prayfornepal httpAddress	1
rt usrId #nepal quake rescue effort ramps up as toll hits 3 500 httpAddress #nepalearthquake	1
rt usrId how you can help victims of the nepalearthquake httpAddress	1
rt usrId #nepalquake at least DD killed after 7.8 quake strikes nepal sparking tremors across asia httpAddress httpAddress	1
usrId pray for nepal brother	1
rt usrId before and after photos of nepal s landmarks reveal devastating impact of earthquake httpAddress #tech #trend	0
usrId may god bless nepal	1
rt usrId as if the quake itself wasn t bad enough usrId now warns of a serious landslide risk too #nepalearthquake httpAddress	0
praying for the people of nepal f c hoping they find their loved ones who are missing 4	1
my heart goes out to nepal today	1
usrId i think it goes against not praying to be httpAddress i m ok with something like praying for nepal join me in praying httpAddress	1
rescue plane reaches kathmandu with avalanche affected the earthquake killed more than 1 900 people httpAddress httpAddress	1
can t believe what s happened in nepal our hearts go out to all httpAddress httpAddress	1
rt usrId if you re wondering how efficiently u can donate to help #nepal httpAddress httpAddress	1
thinking of colleagues and friends in #nepal #india usrId usrId	1
usrId seriously can t bare all those shit any httpAddress all needed is to help nepal	1
rt usrId raf c 17 aircraft loaded with vital aid supplies to help #nepalearthquake victims httpAddress httpAddress	1
rt usrId very lucky to be httpAddress very lucky to be httpAddress please send nothing but prayers to the people of nepal httpAddress	1
facebook rolls out donate button for nepal earthquake httpAddress via usrId	1
usrId stay safe and warm #nepalearthquake	1
aid begins to arrive in nepal following deadly earthquake voice of america voice of americaaid begins to httpAddress httpAddress	1
rt usrId after nepal earthquake a pile of bodies and a lost world httpAddress httpAddress	1
